Date,00:00,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
13/05/2018,259,173,116,82,47,31,23,29,158,698,1081,1237,1252,1057,1295,1380,1334,1265,1182,1050,1056,1027,890,605
14/05/2018,398,279,197,132,90,68,70,119,310,876,1158,1298,1280,1027,1195,1260,1221,1062,895,783,862,841,693,479
15/05/2018,296,195,149,101,72,63,58,77,256,758,994,1088,1119,955,1097,1111,1124,1038,926,785,862,846,683,470
16/05/2018,277,173,128,85,66,57,53,82,235,639,867,988,1059,890,1031,1120,1095,995,843,782,795,786,672,444
17/05/2018,246,145,95,69,52,40,42,61,194,559,786,940,997,852,957,1066,1029,903,761,639,641,587,500,325
18/05/2018,211,152,117,83,57,44,36,59,149,385,573,698,733,707,681,798,830,739,626,507,458,400,327,223
19/05/2018,128,94,53,34,29,22,23,28,84,315,514,697,726,680,822,972,1012,901,752,641,639,575,473,306
20/05/2018,186,114,80,42,32,29,29,32,94,332,633,828,971,858,1115,1220,1179,1062,907,757,714,629,527,351
21/05/2018,225,169,121,81,52,43,42,50,143,437,732,944,1049,907,1056,1154,1106,981,746,651,619,554,434,272
22/05/2018,160,109,77,45,35,26,23,36,122,401,721,940,1015,901,969,1091,1096,963,757,631,626,562,459,317
23/05/2018,192,130,83,55,42,35,35,54,140,375,641,843,911,807,902,1020,1015,931,783,666,638,578,474,314
24/05/2018,175,107,86,67,41,29,31,45,117,312,561,706,781,711,794,872,827,769,646,522,519,457,358,223
25/05/2018,138,88,57,41,41,28,31,43,109,222,326,418,475,487,489,567,548,520,405,338,313,263,208,143
26/05/2018,77,45,32,23,19,12,11,13,32,145,309,470,539,531,680,831,852,779,624,463,422,354,245,172
27/05/2018,122,60,43,29,28,11,8,13,35,122,284,473,584,597,756,874,875,831,743,508,400,342,277,219
28/05/2018,124,91,61,43,33,29,27,32,56,204,499,768,944,915,1060,1145,1118,1021,864,650,604,561,441,316
29/05/2018,194,143,93,69,49,45,49,52,104,256,474,724,828,775,810,921,945,813,678,525,501,468,372,277
30/05/2018,147,95,70,42,35,26,32,38,75,211,372,514,570,586,593,660,693,655,548,461,406,384,292,213
31/05/2018,119,83,58,36,28,26,32,45,88,175,284,437,529,485,466,562,553,479,364,291,250,245,180,110
01/06/2018,58,39,29,20,19,12,19,30,53,96,142,201,254,223,204,230,228,196,170,136,101,84,65,38
02/06/2018,16,12,4,3,1,1,1,3,6,19,57,89,105,125,151,189,187,189,160,115,87,68,53,31
03/06/2018,15,12,7,7,7,5,4,1,5,16,63,101,139,154,195,237,249,241,179,139,105,98,66,39
04/06/2018,22,16,12,9,6,5,5,5,16,38,94,184,210,241,264,307,293,275,223,159,105,76,65,37
05/06/2018,19,15,11,5,6,7,10,13,21,41,106,171,209,214,255,298,303,266,214,154,108,87,62,34
06/06/2018,11,7,4,3,3,3,4,4,19,50,104,195,240,229,302,325,321,288,231,184,134,105,78,325
07/06/2018,15,12,7,3,3,3,5,4,16,48,95,169,189,197,207,205,184,264,216,171,128,97,60,36
08/06/2018,18,10,3,2,3,2,5,8,11,41,88,170,219,183,228,259,273,230,189,143,103,82,49,26
09/06/2018,8,7,4,2,0,0,0,0,4,23,52,97,132,137,189,228,253,239,189,128,6,,,
10/06/2018,,,,,,,,,0,20,54,97,130,147,198,244,259,225,177,125,2,,,
11/06/2018,,,,,,,,,7,51,126,224,265,238,298,344,358,332,253,156,13,,,
12/06/2018,,,,,,,,,1,35,103,193,238,245,291,322,375,334,256,166,13,,,
13/06/2018,,,,,,,,,2,43,127,221,268,270,304,360,334,279,234,178,19,,,
14/06/2018,,,,,,,,,7,58,133,214,244,244,293,319,349,303,233,166,17,,,
15/06/2018,,,,,,,,,4,52,115,182,215,206,239,267,277,246,182,110,20,,,
16/06/2018,,,,,,,,,2,25,64,115,114,130,163,216,220,193,140,95,2,,,
17/06/2018,,,,,,,,,1,17,56,109,129,130,164,191,225,211,164,102,5,,,
18/06/2018,,,,,,,,,1,60,146,220,282,281,338,392,391,333,235,160,6,,,
19/06/2018,,,,,,,,,5,44,156,233,286,299,324,392,396,361,275,184,12,,,
20/06/2018,,,,,,,,,6,58,171,247,276,275,340,389,416,347,258,171,14,,,
21/06/2018,,,,,,,,,1,48,133,204,212,220,294,348,365,341,288,188,14,,,
22/06/2018,,,,,,,,,5,37,82,133,180,197,216,261,302,288,241,171,83,,,
23/06/2018,,,,,,,,,2,18,45,71,79,84,108,134,148,148,150,89,30,,,
24/06/2018,,,,,,,,,0,17,53,89,105,107,137,163,196,203,175,108,4,,,
25/06/2018,,,,,,,,,2,40,113,167,209,214,261,311,330,328,241,147,9,,,
26/06/2018,,,,,,,,,2,73,163,234,268,258,309,312,356,307,227,146,15,,,
27/06/2018,,,,,,,,,8,60,125,184,227,233,277,365,349,316,226,152,7,,,
28/06/2018,,,,,,,,,1,47,115,185,223,219,272,326,372,329,205,120,9,,,
29/06/2018,,,,,,,,,3,34,88,155,169,196,226,249,273,224,171,99,7,,,
30/06/2018,,,,,,,,,1,16,50,85,118,127,176,205,225,199,149,105,8,,,
01/07/2018,,,,,,,,,0,14,49,80,99,127,147,205,228,216,164,102,2,,,
02/07/2018,,,,,,,,,1,42,126,205,246,236,308,373,385,350,278,183,16,,,
03/07/2018,,,,,,,,,2,51,126,198,247,251,313,364,363,325,209,118,11,,,
04/07/2018,,,,,,,,,2,49,125,200,223,221,264,350,361,328,249,156,18,,,
05/07/2018,,,,,,,,,7,44,119,197,245,248,331,380,385,359,263,152,16,,,
06/07/2018,,,,,,,,,3,39,93,171,203,218,277,317,338,300,195,109,11,,,
07/07/2018,,,,,,,,,1,20,65,116,115,137,174,206,204,194,167,100,6,,,
08/07/2018,,,,,,,,,0,15,54,92,126,144,203,263,292,280,214,136,6,,,
09/07/2018,,,,,,,,,1,37,140,232,279,296,367,439,440,420,299,185,20,,,
10/07/2018,,,,,,,,,3,52,184,273,325,327,394,471,467,373,250,150,13,,,
11/07/2018,,,,,,,,,5,44,122,232,275,284,343,388,390,307,198,89,9,,,
12/07/2018,,,,,,,,,3,37,116,172,220,219,288,350,367,331,244,145,11,,,
13/07/2018,,,,,,,,,2,38,97,142,169,207,240,323,316,286,175,99,11,,,
14/07/2018,,,,,,,,,1,17,48,89,137,156,178,219,252,205,176,112,4,,,
15/07/2018,,,,,,,,,1,17,55,99,118,129,186,213,236,232,186,121,3,,,
16/07/2018,,,,,,,,,3,49,133,242,299,270,374,443,451,383,271,167,15,,,
17/07/2018,,,,,,,,,3,42,108,187,295,309,340,404,408,378,265,159,13,,,
18/07/2018,,,,,,,,,2,32,101,179,235,266,328,380,400,380,291,180,12,,,
19/07/2018,,,,,,,,,5,35,100,199,318,278,347,412,438,413,283,166,8,,,
20/07/2018,,,,,,,,,4,41,113,178,215,257,280,343,368,305,203,127,7,,,
21/07/2018,,,,,,,,,3,20,68,116,149,165,216,272,303,275,213,139,6,,,
22/07/2018,,,,,,,,,2,27,87,123,161,170,245,318,346,319,241,165,4,,,
23/07/2018,,,,,,,,,2,40,140,212,278,306,382,474,509,477,330,217,9,,,
24/07/2018,,,,,,,,,2,49,141,254,381,326,392,498,535,468,352,223,14,,,
25/07/2018,,,,,,,,,4,48,128,230,267,330,420,475,510,483,368,225,9,,,
26/07/2018,,,,,,,,,2,47,138,215,271,296,384,466,495,419,335,180,4,,,
27/07/2018,,,,,,,,,3,43,124,210,250,283,343,423,451,389,279,175,8,,,
28/07/2018,,,,,,,,,2,30,61,95,117,156,188,228,229,212,156,120,3,,,
29/07/2018,,,,,,,,,2,19,45,63,88,105,141,222,244,210,170,107,2,,,
30/07/2018,,,,,,,,,1,55,138,229,291,324,396,454,477,401,293,167,9,,,
31/07/2018,,,,,,,,,2,58,140,237,301,288,389,437,474,425,293,184,12,,,
01/08/2018,,,,,,,,,2,58,140,237,301,288,389,437,474,425,293,184,12,,,
02/08/2018,,,,,,,,,1,49,131,224,295,325,386,436,477,444,329,218,10,,,
03/08/2018,,,,,,,,,1,51,128,212,251,281,346,419,448,403,283,174,8,,,
04/08/2018,,,,,,,,,2,25,83,151,196,204,253,360,386,360,286,166,6,,,
05/08/2018,,,,,,,,,1,16,73,140,174,218,302,364,397,385,316,199,5,,,
06/08/2018,,,,,,,,,3,59,168,267,300,344,454,512,512,442,361,233,8,,,
07/08/2018,,,,,,,,,1,58,166,290,319,343,431,522,526,477,360,232,9,,,
08/08/2018,,,,,,,,,4,48,144,243,312,346,450,561,562,492,378,238,16,,,
09/08/2018,,,,,,,,,5,61,163,249,297,305,390,457,486,450,317,201,8,,,
10/08/2018,,,,,,,,,5,58,134,234,279,284,346,424,431,373,301,173,10,,,
11/08/2018,,,,,,,,,1,21,71,138,167,192,258,299,317,300,239,153,2,,,
12/08/2018,,,,,,,,,0,24,94,145,190,193,254,328,368,350,275,175,6,,,
13/08/2018,,,,,,,,,2,56,174,262,334,342,420,517,547,496,395,244,9,,,
14/08/2018,,,,,,,,,2,59,182,290,332,293,413,479,514,484,359,269,11,,,
15/08/2018,,,,,,,,,2,55,193,265,360,316,432,555,551,485,365,227,10,,,
16/08/2018,,,,,,,,,3,49,132,222,274,289,412,482,485,448,348,233,14,,,
17/08/2018,,,,,,,,,5,47,137,247,277,307,364,450,484,416,308,176,6,,,
18/08/2018,,,,,,,,,2,34,90,177,243,259,340,452,473,446,355,241,3,,,
19/08/2018,,,,,,,,,0,30,123,227,300,323,405,530,551,529,420,278,8,,,
20/08/2018,,,,,,,,,1,66,161,275,346,361,415,515,539,490,426,260,11,,,
21/08/2018,,,,,,,,,4,64,164,257,297,281,385,473,484,469,389,261,7,,,
22/08/2018,,,,,,,,,3,61,145,246,333,374,434,526,585,533,428,277,15,,,
23/08/2018,,,,,,,,,2,57,147,241,289,278,404,482,503,457,377,276,10,,,
24/08/2018,,,,,,,,,1,66,132,226,263,263,283,356,365,339,256,139,6,,,
25/08/2018,,,,,,,,,1,32,91,149,177,195,239,259,268,263,210,148,6,,,
26/08/2018,,,,,,,,,2,27,69,116,134,132,184,211,252,236,204,156,0,,,
27/08/2018,,,,,,,,,,,,,,,,,,,,,,,,
28/08/2018,,,,,,,,,4,64,164,253,332,313,377,437,455,445,340,251,21,,,
29/08/2018,,,,,,,,,5,55,134,216,260,288,334,389,423,392,345,242,12,,,
30/08/2018,,,,,,,,,3,61,145,227,268,241,289,313,348,316,261,156,5,,,
31/08/2018,,,,,,,,,6,45,83,141,148,169,181,212,208,207,146,101,11,,,
01/09/2018,,,,,,,,,1,20,48,99,125,137,176,223,247,231,186,146,,,,
02/09/2018,,,,,,,,,2,22,97,135,168,175,244,308,324,304,237,171,,,,
03/09/2018,,,,,,,,,4,36,109,165,213,202,240,279,321,301,234,167,,,,
04/09/2018,,,,,,,,,1,31,88,135,186,181,233,275,295,283,220,149,,,,
05/09/2018,,,,,,,,,3,43,92,147,192,218,284,337,359,351,280,195,,,,
06/09/2018,,,,,,,,,6,31,80,133,162,170,218,241,250,236,173,129,,,,
07/09/2018,,,,,,,,,0,28,69,139,153,144,160,176,184,156,123,90,,,,
08/09/2018,,,,,,,,,2,15,37,62,96,107,136,166,154,150,123,71,,,,
09/09/2018,,,,,,,,,2,13,39,84,116,139,163,197,226,228,175,112,,,,
10/09/2018,,,,,,,,,1,31,72,129,168,165,207,245,257,229,180,110,,,,
11/09/2018,,,,,,,,,2,30,62,111,132,132,140,172,174,168,137,96,,,,
12/09/2018,,,,,,,,,3,18,72,119,149,142,163,185,194,163,129,81,,,,
13/09/2018,,,,,,,,,3,28,68,124,135,142,163,182,195,166,133,93,,,,
14/09/2018,,,,,,,,,2,28,65,113,145,134,153,189,179,158,130,87,,,,
15/09/2018,,,,,,,,,0,12,31,47,66,83,89,116,117,135,111,92,,,,
16/09/2018,,,,,,,,,2,11,35,67,92,108,141,142,145,131,112,79,,,,
17/09/2018,,,,,,,,,2,33,71,120,159,145,156,180,188,161,129,82,,,,
18/09/2018,,,,,,,,,3,27,67,110,138,138,154,190,198,171,122,77,,,,
19/09/2018,,,,,,,,,2,34,74,122,161,162,161,185,176,147,121,80,,,,
20/09/2018,,,,,,,,,0,27,71,91,112,130,145,182,157,134,119,73,,,,
21/09/2018,,,,,,,,,1,35,80,133,165,151,161,175,187,146,118,90,,,,
22/09/2018,,,,,,,,,0,9,37,48,89,106,114,140,123,107,83,69,,,,
23/09/2018,,,,,,,,,1,12,26,58,91,115,102,144,142,133,106,69,,,,
24/09/2018,,,,,,,,,1,30,137,269,342,293,361,371,337,256,185,127,,,,
25/09/2018,,,,,,,,,3,46,147,229,293,321,374,350,320,262,175,105,,,,
26/09/2018,,,,,,,,,2,47,140,248,272,288,318,336,339,278,197,120,,,,
27/09/2018,,,,,,,,,4,45,146,285,354,355,432,425,357,314,212,102,,,,
28/09/2018,,,,,,,,,6,51,151,276,314,313,319,344,300,254,181,107,,,,
29/09/2018,,,,,,,,,1,16,54,108,137,163,202,232,208,206,148,90,,,,
30/09/2018,,,,,,,,,1,11,45,87,127,142,188,217,235,232,164,99,,,,
01/10/2018,,,,,,,,,3,88,332,694,887,816,791,854,777,564,429,307,190,122,100,80
02/10/2018,23,18,17,15,15,17,15,18,30,80,448,770,861,899,867,1025,818,697,395,241,166,109,86,55
03/10/2018,13,9,7,7,7,7,8,12,26,85,287,638,684,750,804,800,777,539,390,254,165,124,94,70
04/10/2018,20,16,13,11,11,11,12,13,26,70,295,584,813,795,919,1070,872,611,428,264,169,134,111,80
05/10/2018,24,16,13,15,12,11,11,12,21,76,328,591,762,707,693,801,678,487,313,198,110,82,57,41
06/10/2018,19,9,7,6,6,4,4,6,6,23,116,178,245,230,325,324,210,28,1,1,3,3,3,3
07/10/2018,3,3,3,3,3,3,3,3,5,22,72,160,249,323,415,471,484,463,311,155,154,124,83,30
08/10/2018,16,14,7,8,9,8,5,7,26,108,425,735,1014,988,1088,1200,991,871,563,342,238,183,138,93
09/10/2018,21,17,13,8,5,5,7,7,29,98,417,925,972,905,1087,1178,913,764,510,327,265,215,163,97
10/10/2018,36,20,9,5,4,4,4,9,24,89,385,748,713,788,848,923,921,717,472,295,244,189,132,90
11/10/2018,23,15,8,11,9,9,9,11,29,76,316,657,868,887,943,997,855,653,506,318,225,187,130,91
12/10/2018,40,22,10,6,6,7,9,16,28,83,331,576,765,721,745,779,684,547,365,224,128,92,73,52
13/10/2018,14,5,3,2,2,2,2,4,9,32,82,176,300,366,526,661,659,569,377,239,160,115,72,37
14/10/2018,22,12,8,5,4,4,4,3,6,21,69,149,196,242,360,488,554,506,395,269,207,164,105,54
15/10/2018,27,13,13,10,8,4,5,7,25,88,358,772,1097,1079,1156,1167,1025,902,670,478,372,289,199,133
16/10/2018,64,37,14,9,10,9,10,11,32,109,424,892,997,1105,1215,1290,967,868,597,390,298,235,170,121
17/10/2018,40,19,17,12,8,7,8,12,28,96,308,665,829,842,952,1125,1070,867,611,386,279,211,145,102
18/10/2018,55,30,22,21,12,8,8,6,17,84,345,642,796,935,994,1118,1034,831,600,389,301,241,168,95
19/10/2018,41,13,8,5,4,4,4,7,18,99,332,577,778,760,833,862,836,704,450,268,196,149,127,86
20/10/2018,31,19,8,6,4,2,2,2,6,32,113,220,318,347,460,590,661,615,456,312,226,197,160,123
21/10/2018,34,25,20,9,6,4,5,5,4,29,107,234,337,470,665,827,910,852,592,423,307,235,157,95
22/10/2018,53,23,17,12,5,6,8,9,22,107,444,908,1123,1236,1223,1250,1162,1094,760,500,426,365,255,173
23/10/2018,62,40,18,14,11,10,10,13,26,104,450,912,1091,1143,1258,1292,1019,961,710,526,401,310,250,178
24/10/2018,76,40,23,17,12,11,13,15,25,110,390,691,828,867,1113,1198,1167,1044,693,508,432,361,231,161
25/10/2018,71,43,27,18,9,6,4,11,24,86,372,716,1008,1090,1170,1262,1141,922,642,468,374,333,233,147
26/10/2018,66,40,29,22,17,12,11,13,34,108,376,644,843,829,874,938,867,722,489,324,268,208,162,100
27/10/2018,52,26,17,13,10,9,7,7,9,43,133,276,438,504,678,778,758,628,459,298,251,206,129,81
28/10/2018,43,23,5,3,4,4,3,1,5,59,200,397,577,668,792,959,992,874,661,488,415,315,218,130
29/10/2018,79,43,33,22,13,11,10,11,33,153,532,1119,1321,1264,1252,1328,1182,1033,742,570,489,404,297,169
30/10/2018,66,23,13,6,5,4,5,8,39,141,499,983,1146,1192,1256,1390,1117,936,667,237,270,333,367,309
31/10/2018,184,158,145,140,137,136,138,145,164,139,404,788,855,902,1004,1064,1010,812,579,425,313,233,184,116
01/11/2018,45,31,22,11,9,7,10,16,33,92,290,495,676,723,798,955,989,813,569,409,288,180,144,106
02/11/2018,55,38,23,11,11,11,11,12,31,104,336,642,815,793,937,1049,904,719,540,394,309,246,167,133
03/11/2018,49,25,14,9,6,6,7,5,8,45,142,312,455,505,674,770,807,734,541,368,290,229,171,98
04/11/2018,50,36,16,12,9,7,7,7,9,35,126,306,430,514,732,873,917,848,643,502,397,293,206,139
05/11/2018,66,25,21,14,14,12,12,19,39,129,448,824,1054,1117,1227,1280,1286,1152,890,696,511,399,288,187
06/11/2018,94,36,29,21,10,7,9,14,33,109,464,869,1094,1149,1262,1320,1216,1142,873,703,578,457,336,192
07/11/2018,95,50,25,20,14,15,18,25,42,130,405,717,828,903,1083,1227,1154,984,783,628,493,435,306,209
08/11/2018,101,62,35,20,12,13,13,15,33,109,395,755,926,1000,1072,1265,1245,1090,804,636,532,491,379,250
09/11/2018,113,77,44,24,18,14,16,12,39,128,352,599,820,908,978,1043,960,819,596,417,294,222,173,120
10/11/2018,57,37,22,9,6,4,4,5,12,46,158,331,476,583,767,920,899,843,667,467,357,299,196,93
11/11/2018,40,17,1,0,1,1,1,1,5,41,163,355,512,598,814,1026,1073,1001,812,642,567,458,311,183
12/11/2018,93,62,47,34,23,16,15,16,36,161,517,1024,1237,1293,1331,1351,1322,1286,992,826,749,610,453,279
13/11/2018,131,64,37,21,15,10,12,16,34,129,502,1062,1223,1239,1330,1406,1218,1151,938,797,707,616,496,308
14/11/2018,154,90,46,17,13,13,14,18,47,143,477,898,1049,1075,1196,1290,1251,1071,884,694,616,525,394,257
15/11/2018,131,93,51,40,31,18,10,12,33,108,379,693,883,898,895,879,808,716,673,577,512,458,359,263
16/11/2018,123,88,60,37,26,17,17,16,50,130,394,653,908,924,955,1059,1003,848,635,446,352,281,224,135
17/11/2018,64,41,26,18,11,11,11,10,14,52,200,373,553,689,849,1023,1051,936,736,508,379,305,215,124
18/11/2018,61,45,31,22,15,12,8,7,13,38,158,362,561,742,959,1171,1199,1151,948,676,588,454,331,200
19/11/2018,99,73,52,41,28,25,21,22,40,146,514,963,1222,1232,1314,1396,1330,1148,921,792,638,558,403,267
20/11/2018,140,74,45,32,25,20,17,21,39,168,606,1032,1279,1224,1326,1373,1163,1116,903,745,648,524,436,251
21/11/2018,134,75,48,31,24,19,16,22,39,134,410,885,1022,1033,1178,1269,1287,1148,931,755,678,605,459,272
22/11/2018,149,82,55,37,23,19,15,18,40,132,459,791,1028,1072,1181,1199,1103,844,563,610,502,428,337,224
23/11/2018,111,60,37,23,20,14,12,19,40,138,373,620,819,859,856,928,833,733,508,360,281,218,186,107
24/11/2018,53,28,19,8,5,4,3,4,12,40,160,370,547,654,779,845,841,648,512,384,347,288,214,133
25/11/2018,68,38,24,10,12,11,8,4,7,23,121,332,488,621,757,926,988,992,828,633,496,414,305,179
26/11/2018,95,51,36,27,23,20,17,22,41,157,476,876,1191,1150,1267,1338,1249,1240,980,804,704,577,422,270
27/11/2018,122,44,31,19,13,12,11,17,43,132,532,935,1154,1198,1286,1377,1214,1079,892,736,637,565,443,251
28/11/2018,121,63,32,17,17,15,15,21,41,135,456,840,1056,1055,1248,1313,1216,1075,894,657,579,495,396,261
29/11/2018,144,87,50,33,19,22,18,23,35,97,406,708,991,1029,1115,1219,1200,1069,865,693,573,518,376,254
30/11/2018,143,86,49,47,39,32,28,27,42,103,345,665,925,984,1041,1062,990,832,621,455,327,246,169,99
01/12/2018,56,23,11,12,10,6,6,6,5,40,156,320,513,633,802,955,1003,873,666,504,400,316,214,147
02/12/2018,98,59,30,17,13,11,11,12,14,38,181,416,612,727,886,1062,1118,1083,874,691,545,407,310,195
03/12/2018,137,84,51,37,23,16,16,20,49,147,439,840,1138,1257,1272,1271,1288,1202,1034,856,733,638,489,316
04/12/2018,182,80,60,41,26,20,19,23,42,156,585,1016,1212,1266,1332,1432,1319,1254,1009,850,754,667,515,355
05/12/2018,176,106,63,37,20,16,15,17,47,130,504,888,1087,1146,1142,1316,1296,1132,951,772,640,592,499,347
06/12/2018,216,136,83,62,48,35,27,32,49,121,449,869,1169,1227,1279,1374,1349,1210,904,767,687,684,522,380
07/12/2018,225,130,89,64,47,32,32,26,46,124,371,774,1000,1020,1102,1180,1123,1043,856,676,538,451,357,268
08/12/2018,151,120,88,58,40,32,25,19,19,58,224,540,779,963,1100,1268,1252,1113,826,645,547,514,435,328
09/12/2018,205,164,110,74,50,36,28,26,25,63,216,452,670,921,1126,1254,1252,1196,1047,859,744,669,540,369
10/12/2018,235,174,131,85,67,52,50,53,72,178,599,1165,1268,1255,1385,1439,1333,1263,959,834,865,872,740,502
11/12/2018,272,190,146,97,70,65,63,66,87,210,579,1011,1207,1210,1274,1359,1235,1132,977,834,760,700,582,470
12/12/2018,285,194,127,100,79,61,55,47,66,158,482,773,915,1012,1136,1218,1215,1046,834,702,657,605,528,389
13/12/2018,256,169,99,30,21,24,31,43,78,126,296,554,759,837,869,982,974,927,767,628,520,466,401,295
14/12/2018,192,141,109,94,74,46,42,33,39,100,251,422,493,538,534,572,546,490,347,243,184,145,114,103
15/12/2018,42,25,21,14,8,8,4,3,7,20,64,125,174,236,279,333,336,308,221,163,132,108,80,53
16/12/2018,30,23,20,15,7,7,8,9,10,14,76,135,191,242,283,320,331,303,252,217,164,141,118,92
17/12/2018,67,52,43,30,27,22,20,18,21,53,130,244,321,342,400,450,457,430,318,226,163,139,106,86
18/12/2018,30,23,20,15,7,7,8,9,10,14,76,135,191,242,283,320,331,303,252,217,164,141,118,92
19/12/2018,36,30,19,15,10,8,14,14,18,34,97,181,233,256,306,355,356,329,274,193,134,89,72,47
20/12/2018,21,15,8,4,4,4,6,7,11,28,97,181,239,235,264,299,311,254,201,146,127,97,70,61
21/12/2018,28,16,12,8,9,9,8,8,11,24,63,113,165,181,216,239,233,195,151,94,73,49,,
22/12/2018,,,,,,,,,,,,,,,,,,,,,,,,
23/12/2018,,,,,,,,,,,,,,,,,,,,,,,,
24/12/2018,,,,,,,,,,,,,,,,,,,,,,,,
25/12/2018,,,,,,,,,,,,,,,,,,,,,,,,
26/12/2018,,,,,,,,,,,,,,,,,,,,,,,,
27/12/2018,,,,,,,,,,,1,78,130,166,209,237,253,205,12,,,,,
28/12/2018,,,,,,,,,,,1,95,153,195,267,306,315,252,9,,,,,
29/12/2018,,,,,,,,,,,0,104,165,229,288,347,312,271,19,,,,,
30/12/2018,,,,,,,,,,,0,93,157,225,273,317,310,241,19,,,,,
31/12/2018,,,,,,,,,,,2,99,151,197,260,283,264,199,22,,,,,
01/01/2019,,,,,,,,,,,,,,,,,,,,,,,,
02/01/2019,,,,,,,,,,,,,,,,,,,,,,,,
03/01/2019,,,,,,,,,1,63,199,369,475,427,647,753,724,661,524,372,290,214,136,109
04/01/2019,51,37,28,19,19,13,14,15,22,59,171,342,442,484,623,704,771,692,513,326,251,198,149,95
05/01/2019,47,33,24,14,13,10,7,4,10,45,162,313,414,439,586,716,733,665,568,433,334,242,175,104
06/01/2019,75,47,37,31,18,16,16,14,20,57,192,351,442,478,606,761,819,800,624,470,419,346,239,166
07/01/2019,79,57,41,33,27,18,14,16,24,88,319,563,721,702,919,1057,1063,947,722,543,412,344,267,160
08/01/2019,91,64,58,40,35,25,23,14,22,112,329,609,767,795,963,1102,1133,967,764,566,464,383,294,185
09/01/2019,83,44,21,10,7,7,9,13,23,101,329,640,813,841,1014,1134,1108,996,803,624,538,423,347,223
10/01/2019,111,89,57,39,30,23,26,25,32,97,348,645,855,890,1043,1193,1185,1086,880,654,540,469,344,219
11/01/2019,106,61,46,39,26,23,19,19,39,107,411,730,914,895,1078,1209,1152,1055,843,670,589,487,402,243
12/01/2019,145,84,61,45,23,24,17,22,33,88,287,597,782,866,1058,1206,1277,1139,951,734,620,552,423,249
13/01/2019,157,110,74,57,39,32,26,20,24,104,421,761,995,1041,1171,1322,1329,1283,1112,861,764,634,500,337
14/01/2019,214,145,119,81,67,51,52,49,73,232,798,1383,1374,1255,1278,1406,1299,1148,969,875,778,764,641,418
15/01/2019,225,139,118,86,69,69,61,70,94,207,701,1041,1151,1152,1196,1255,1197,1123,931,789,744,665,557,376
16/01/2019,217,128,96,76,48,41,42,48,68,203,588,921,1068,1031,1129,1137,1093,948,788,647,593,526,426,300
17/01/2019,190,136,93,53,35,26,27,29,66,153,437,695,852,865,973,1033,963,863,725,577,505,443,349,249
18/01/2019,150,93,73,55,48,38,32,36,50,136,424,680,842,840,687,796,765,649,488,305,228,164,118,83
19/01/2019,38,23,15,14,5,5,3,6,11,36,102,290,430,510,547,644,640,568,430,307,237,183,137,95
20/01/2019,66,47,35,19,16,12,9,7,12,34,130,308,464,584,691,815,835,760,627,475,372,317,235,171
21/01/2019,109,86,71,52,42,37,36,36,61,160,428,751,893,876,935,1031,933,725,616,457,375,310,220,146
22/01/2019,68,32,19,16,15,9,10,14,41,131,438,704,814,789,654,781,948,809,628,435,371,320,261,166
23/01/2019,85,48,39,28,19,14,16,19,38,84,370,650,806,731,827,973,862,778,584,431,380,303,242,156
24/01/2019,85,48,39,28,19,14,16,19,38,84,370,650,806,731,827,973,862,778,584,431,380,303,242,156
25/01/2019,81,40,30,8,4,4,6,9,31,97,300,567,717,747,761,905,826,662,484,308,210,185,126,82
26/01/2019,36,22,16,9,9,7,8,5,8,30,131,273,404,464,613,742,774,694,461,319,231,196,138,93
27/01/2019,58,36,26,21,11,6,4,4,5,27,128,284,416,513,668,786,819,756,598,473,364,298,192,106
28/01/2019,58,34,19,11,11,9,8,19,44,131,361,661,811,899,711,859,915,948,707,591,460,414,312,209
29/01/2019,93,55,22,20,15,11,13,14,40,121,427,795,973,998,1043,1133,1025,894,670,488,415,359,293,179
30/01/2019,102,56,32,21,19,17,18,15,32,106,359,640,786,899,1039,1147,1129,1020,750,545,414,371,273,186
31/01/2019,96,69,45,36,24,20,17,14,28,97,327,614,844,854,960,1034,894,815,628,476,380,309,240,136
01/02/2019,75,60,47,31,25,23,18,16,34,92,282,554,785,827,838,781,740,641,468,325,236,187,142,95
02/02/2019,50,35,24,15,10,9,6,7,14,38,161,331,507,611,706,837,807,693,538,331,250,212,158,115
03/02/2019,70,44,27,20,15,10,10,6,7,38,119,285,434,535,686,841,829,777,631,429,362,291,216,137
04/02/2019,87,59,34,18,16,18,13,18,40,124,366,710,852,922,972,1075,979,926,692,497,362,331,233,150
05/02/2019,92,71,52,29,27,16,15,26,41,137,426,761,962,1051,1103,1196,1104,943,724,495,425,388,296,214
06/02/2019,115,61,45,38,29,21,20,17,33,116,360,577,664,843,1188,1241,1161,979,735,571,512,435,343,237
07/02/2019,139,93,69,54,48,44,41,40,53,136,392,672,840,896,1049,1183,1090,917,695,498,436,382,288,175
08/02/2019,88,61,39,28,22,19,13,14,24,89,287,513,716,721,740,852,819,686,517,353,243,173,145,97
09/02/2019,45,25,17,8,7,6,6,5,11,45,153,349,532,665,738,879,857,774,590,391,291,231,166,107
10/02/2019,65,49,34,19,11,10,7,4,6,25,119,254,397,494,613,775,792,759,622,494,419,331,229,138
