READING DATE,00:30,01:00,01:30,02:00,02:30,03:00,03:30,04:00,04:30,05:00,05:30,06:00,06:30,07:00,07:30,08:00,08:30,09:00,09:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,23:00,23:30,23:59:00
2018-01-12,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,5,5,6,6,6,6,6,6,6,6,5,5,5,5,4,4,4,4,4,4,4,4,5,5,5,5,5
2018-01-13,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,6,6,6,6,6,6,6,6,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4
2018-01-14,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,2,3,3,3,3,3,3,4,4,4,4,5
2018-01-15,5,5,5,6,6,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,8,8,7,7,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5
2018-01-16,5,5,5,5,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,5,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2
2018-01-17,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,5,5,7,7,8
2018-01-18,8,8,8,9,9,9,9,8,8,7,7,6,6,5,5,4,4,4,4,5,5,5,5,6,6,6,6,6,6,6,6,5,5,4,4,4,4,3,3,3,3,2,2,2,2,2,2,2
2018-01-19,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,4,5,5,5,5,5,5,5,5,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
2018-01-20,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
2018-01-21,0,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,4,4,5,5,6,6,6,6,6,6,6,6,6
2018-01-22,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,7,7,8,8,8,8,8,8,8,8,7,7,7,7,6,6,6,6,5,5,5,5,5,5,5,5,5
2018-01-23,5,5,5,5,5,5,5,6,6,7,7,7,7,8,8,9,9,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9
2018-01-24,9,10,10,10,10,10,10,11,11,11,11,12,12,12,12,12,12,12,12,10,10,9,9,8,8,8,8,8,8,8,8,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6
2018-01-25,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,7,7,8,8,8,8,8,8,8,8,7,7,6,6,6,6,5,5,5,5,4,4,4,4,4,4,4
2018-01-26,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,3,3,4,4,6,6,6,6,6,6,7,7,6,6,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4
2018-01-27,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,5,5,5,5,6,6,7,7,7,7,8,8,9,9,10,10,10,10,10,10,11,11,10,10,10,10,10,10,9,9,9,9,8
2018-01-28,8,8,8,7,7,7,7,7,7,7,7,8,8,9,9,9,9,10,10,11,11,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10
2018-01-29,10,10,10,10,10,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,8,8,7,7,7,7,6,6,6,6,5,5,5,5,5,5,5,5,4
2018-01-30,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,4,4,5,5,6,6,6,6,6,6,5,5,4,4,4,4,4,4,4,4,5,5,5,5,6,6,7
2018-01-31,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3
2018-02-01,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,5,5,6,6,6,6,6,6,6,6,6,6,5,5,4,4,4,4,4,4,4,4,3,3,3,3,3
2018-02-02,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,5,5,6,6,6,6,6,6,6,6,6,6,5,5,5,5,4,4,4,4,3,3,3,3,2,2,2
2018-02-03,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1
2018-02-04,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,2,2,3,3,4,4,4,4,4,4,4,4,3,3,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0
2018-02-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,3,3,3,3,3,3,3,2,2,2,2,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1
2018-02-06,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1
2018-02-07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,1,1,2,2,3,3,3,3,3,3,3,3,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2018-02-08,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,3,3,4,4,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
2018-02-09,6,6,6,5,5,5,5,5,5,5,5,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,5,5,4,4,3,3,2,2,2,2,1,1,1,1,1,1,1,1,1
2018-02-10,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,4,4,5,5,6,6,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
2018-02-11,8,6,6,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1
2018-02-12,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,3,3,4,4,5,5,5,5,5,5,6,6,5,5,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2
2018-02-13,2,2,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,1,0
2018-02-14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,3,3,4,4,5,5,5,5,5,5,4,4,5,5,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7
2018-02-15,7,6,6,6,6,5,5,5,5,5,5,4,4,4,4,4,4,4,4,5,5,6,6,6,6,7,7,7,7,7,7,6,6,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3
2018-02-16,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,4,4,6,6,7,7,7,7,7,7,8,8,7,7,6,6,5,5,5,5,4,4,4,4,3,3,3,3,3
2018-02-17,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,5,5,6,6,7,7,7,7,8,8,8,8,7,7,6,6,6,6,5,5,5,5,4,4,4,4,4,4,4
2018-02-18,4,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,6,6,7,7,8,8,8,8,8,8,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6
2018-02-19,6,6,6,6,6,6,6,7,7,7,7,7,7,8,8,8,8,8,8,8,8,9,9,9,9,10,10,10,10,10,10,10,10,9,9,9,9,8,8,8,8,8,8,7,7,7,7,7
2018-02-20,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,7,7,8,8,9,9,9,9,9,9,9,9,8,8,8,8,7,7,7,7,6,6,6,6,6,6,5,5,5
2018-02-21,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,5,5,5,5,6,6,7,7,7,7,7,7,7,7,6,6,6,6,5,5,5,5,5,5,4,4,4,4,3,3,2
2018-02-22,2,2,2,2,2,1,1,1,1,1,1,0,0,1,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,1,1,0,0,0,0,0,0,0
2018-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,3,3,4,4,4,4,4,4,5,5,3,3,2,2,1,1,1,1,0,0,-1,-1,-1,-1,-1,-1,-1
2018-02-24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,2,2,3,3,4,4,4,4,5,5,4,4,3,3,2,2,1,1,1,1,1,1,0,0,0,0,0
2018-02-25,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,2,2,3,3,3,3,3,3,4,4,3,3,2,2,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-2
2018-02-26,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
2018-02-27,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,0,0,1,1,0,0,0,0,0,0,-1,-1,-2,-2,-2,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
2018-02-28,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-3,-3,-2,-2,-1,-1,-2,-2,-2,-2,-2,-2,-3,-3,-4,-4,-5,-5,-5,-5,-6,-6,-6,-6,-6,-6,-6,-6,-6
2018-03-01,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-4,-4,-4,-4,-4,-4,-3,-3,-3,-3,-4,-4,-4
2018-03-02,-4,-4,-4,-3,-3,-3,-3,-3,-3,-3,-3,-4,-4,-3,-3,-3,-3,-3,-3,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
2018-03-03,-3,-3,-3,-3,-3,-3,-3,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-04,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2
2018-03-05,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,3,3,3,3,4,4,5,5,6,6,7,7,7,7,8,8,7,7,6,6,5,5,5,5,5,5,4,4,5,5,5,5,5
2018-03-06,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,4,5,5,6,6,7,7,7,7,7,7,7,7,7,7,6,6,6,6,5,5,5,5,4,4,4,4,3,3,3
2018-03-07,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,4,4,5,5,6,6,7,7,7,7,8,8,8,8,7,7,6,6,5,5,4,4,4,4,3,3,3,3,3,3,3
2018-03-08,3,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,4,4,5,5,5,5,6,6,6,6,7,7,6,6,6,6,5,5,5,5,4,4,4,4,3,3,3,3,3
2018-03-09,3,2,2,2,2,2,2,1,1,1,1,1,1,2,2,3,3,4,4,5,5,7,7,8,8,8,8,8,8,8,8,7,7,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7
2018-03-10,7,8,8,8,8,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10,9,9,8,8,8,8,7,7,7
2018-03-11,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,9,9,10,10,12,12,11,11,11,11,11,11,11,11,10,10,9,9,9,9,8,8,8,8,8,8,7,7,7
2018-03-12,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,5,5,5,5,5,5,4
2018-03-13,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,5,5,5,5,6,6,8,8,9,9,9,9,9,9,10,10,9,9,8,8,8,8,7,7,6,6,5,5,5,5,4,4,4
2018-03-14,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,5,5,7,7,8,8,9,9,10,10,10,10,11,11,11,11,10,10,10,10,9,9,9,9,8,8,8,8,8,8,8,8,8
2018-03-15,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,9,9,9,9,10,10,11,11,11,11,12,12,11,11,10,10,10,10,9,9,8,8,7,7,7,7,7,7,6
2018-03-16,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,9,9,10,10,11,11,12,12,12,12,12,12,11,11,10,10,10,10,8,8,7,7,6,6,6,6,5,5,5
2018-03-17,5,4,4,3,3,3,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-2
2018-03-18,-2,-2,-2,-2,-2,-3,-3,-3,-3,-3,-3,-3,-3,-2,-2,-2,-2,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2
2018-03-19,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3,-3,-2,-2,-1,-1,0,0,1,1,1,1,2,2,2,2,3,3,3,3,3,3,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0
2018-03-20,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,2,2,3,3,4,4,5,5,6,6,6,6,6,6,6,6,6,6,5,5,5,5,4,4,4,4,4,4,3,3,2,2,2
2018-03-21,2,1,1,1,1,0,0,0,0,0,0,0,0,1,1,2,2,3,3,4,4,6,6,7,7,7,7,7,7,7,7,7,7,6,6,5,5,5,5,5,5,4,4,4,4,4,4,4
2018-03-22,4,4,4,4,4,4,4,3,3,3,3,3,3,4,4,5,5,6,6,7,7,8,8,10,10,9,9,8,8,8,8,7,7,7,7,6,6,6,6,5,5,5,5,5,5,5,5,5
2018-03-23,5,5,5,6,6,6,6,6,6,7,7,7,7,7,7,7,7,8,8,8,8,9,9,10,10,10,10,10,10,10,10,10,10,9,9,9,9,8,8,8,8,7,7,7,7,6,6,6
2018-03-24,6,6,6,6,6,5,5,5,5,5,5,5,5,6,6,6,6,7,7,8,8,9,9,10,10,10,10,9,9,9,9,9,9,9,9,8,8,8,8,7,7,6,6,6,6,6,6,5
2018-03-25,5,5,5,5,5,4,4,4,4,4,4,3,3,5,5,6,6,7,7,8,8,9,9,11,11,11,11,11,11,11,11,10,10,9,9,8,8,7,7,7,7,6,6,5,5,5,5,4
2018-03-26,4,4,4,3,3,3,3,3,3,3,3,2,2,4,4,5,5,7,7,8,8,9,9,10,10,11,11,11,11,11,11,10,10,10,10,9,9,8,8,8,8,7,7,6,6,6,6,6
2018-03-27,6,6,6,5,5,5,5,6,6,6,6,6,6,7,7,7,7,7,7,9,9,10,10,11,11,11,11,10,10,10,10,9,9,8,8,8,8,7,7,7,7,7,7,7,7,6,6,6
2018-03-28,6,6,6,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5,5,6,6,6,6,7,7,7,7,8,8,8,8,7,7,7,7,6,6,5,5,4,4,3,3,3,3,2,2,2
2018-03-29,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,4,4,5,5,6,6,7,7,7,7,7,7,7,7,7,7,7,7,6,6,5,5,5,5,4,4,4,4,3,3,3,3,2
2018-03-30,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,4,4,5,5,6,6,7,7,8,8,8,8,8,8,8,8,7,7,6,6,5,5,5,5,5,5,4,4,4,4,4,4,4
2018-03-31,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,4,4,4,4,4,4,3
2018-04-01,3,3,3,3,3,2,2,2,2,1,1,1,1,2,2,3,3,5,5,5,5,6,6,6,6,6,6,7,7,7,7,6,6,6,6,5,5,5,5,4,4,4,4,4,4,4,4,3
2018-04-02,3,3,3,3,3,3,3,3,3,4,4,4,4,5,5,5,5,6,6,7,7,8,8,8,8,9,9,9,9,9,9,9,9,10,10,10,10,9,9,9,9,9,9,8,8,8,8,8
2018-04-03,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,10,10,10,10,11,11,12,12,13,13,13,13,13,13,13,13,12,12,11,11,10,10,9,9,8,8,8,8,7,7,7,7,6
2018-04-04,6,6,6,7,7,7,7,7,7,7,7,6,6,7,7,8,8,8,8,9,9,9,9,10,10,10,10,10,10,10,10,10,10,9,9,8,8,7,7,6,6,5,5,5,5,4,4,4
2018-04-05,4,3,3,3,3,2,2,2,2,1,1,1,1,2,2,4,4,5,5,7,7,8,8,9,9,10,10,10,10,10,10,10,10,9,9,8,8,7,7,7,7,6,6,5,5,4,4,4
2018-04-06,4,4,4,4,4,4,4,4,4,4,4,5,5,6,6,7,7,8,8,9,9,10,10,12,12,12,12,13,13,14,14,13,13,12,12,12,12,11,11,10,10,9,9,9,9,9,9,8
2018-04-07,8,8,8,8,8,7,7,7,7,7,7,8,8,8,8,8,8,9,9,9,9,10,10,11,11,11,11,11,11,11,11,10,10,10,10,10,10,9,9,8,8,8,8,7,7,7,7,7
2018-04-08,7,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,8,8,9,9,9,9,10,10,10,10,11,11,11,11,10,10,10,10,10,10,9,9,8,8,7,7,7,7,7,7,6
2018-04-09,6,6,6,5,5,5,5,5,5,5,5,5,5,6,6,8,8,9,9,10,10,10,10,11,11,11,11,10,10,10,10,9,9,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7
2018-04-10,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,8,8,8,8,7
2018-04-11,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,7,7,7,7,7,7,6,6,6
2018-04-12,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,6,6,6,6,6,6,6,6,6
2018-04-13,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,8,8,9,9,10,10,10,10,10,10,11,11,11,11,11,11,10,10,10,10,9,9,8,8,8,8,7,7,7
2018-04-14,7,6,6,6,6,6,6,6,6,6,6,6,6,7,7,9,9,11,11,12,12,13,13,14,14,14,14,14,14,14,14,14,14,14,14,13,13,12,12,11,11,10,10,10,10,9,9,9
2018-04-15,9,8,8,8,8,8,8,7,7,7,7,7,7,8,8,10,10,11,11,12,12,12,12,13,13,12,12,12,12,11,11,11,11,11,11,11,11,10,10,9,9,8,8,8,8,8,8,8
2018-04-16,8,8,8,8,8,8,8,8,8,8,8,7,7,8,8,9,9,10,10,11,11,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,10,10,9,9,9,9,10,10,10
2018-04-17,10,10,10,9,9,9,9,9,9,9,9,9,9,10,10,12,12,13,13,13,13,13,13,13,13,13,13,13,13,12,12,12,12,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12
2018-04-18,12,12,12,12,12,12,12,12,12,11,11,11,11,12,12,13,13,14,14,15,15,17,17,19,19,19,19,20,20,20,20,20,20,19,19,19,19,17,17,16,16,15,15,15,15,14,14,14
2018-04-19,14,14,14,14,14,14,14,14,14,14,14,14,14,15,15,17,17,19,19,20,20,21,21,23,23,23,23,24,24,25,25,24,24,23,23,23,23,21,21,19,19,18,18,17,17,16,16,15
2018-04-20,15,14,14,14,14,13,13,12,12,12,12,12,12,13,13,14,14,15,15,16,16,18,18,19,19,19,19,20,20,20,20,19,19,18,18,17,17,16,16,15,15,13,13,13,13,12,12,12
2018-04-21,12,11,11,11,11,10,10,10,10,10,10,10,10,11,11,13,13,15,15,16,16,18,18,19,19,20,20,21,21,21,21,21,21,20,20,20,20,18,18,17,17,16,16,15,15,15,15,14
2018-04-22,14,14,14,13,13,13,13,13,13,12,12,12,12,13,13,14,14,15,15,15,15,16,16,17,17,16,16,16,16,16,16,15,15,14,14,13,13,12,12,11,11,10,10,10,10,9,9,8
2018-04-23,8,8,8,8,8,7,7,7,7,7,7,7,7,9,9,10,10,11,11,12,12,13,13,14,14,14,14,13,13,13,13,13,13,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11
2018-04-24,11,11,11,10,10,10,10,10,10,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,10,10,9,9,8,8,7
2018-04-25,7,7,7,7,7,6,6,6,6,6,6,6,6,8,8,9,9,10,10,11,11,11,11,12,12,12,12,12,12,11,11,11,11,10,10,10,10,9,9,8,8,7,7,7,7,6,6,6
2018-04-26,6,6,6,5,5,5,5,5,5,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12,12,12,12,12,12,12,12,11,11,10,10,10,10,9,9,8,8,7,7,7,7,6
2018-04-27,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,7,7,7,7,6,6,6,6,6,6,6
2018-04-28,6,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,7,7,6,6,6,6,5,5,5,5,4
2018-04-29,4,4,4,3,3,3,3,3,3,4,4,4,4,5,5,6,6,7,7,7,7,8,8,8,8,8,8,8,8,9,9,8,8,8,8,8,8,7,7,6,6,5,5,4,4,4,4,4
2018-04-30,4,4,4,3,3,3,3,3,3,4,4,4,4,5,5,6,6,6,6,7,7,8,8,9,9,9,9,10,10,10,10,10,10,9,9,9,9,8,8,7,7,6,6,5,5,5,5,4
2018-05-01,4,4,4,4,4,4,4,4,4,5,5,5,5,6,6,8,8,9,9,10,10,11,11,12,12,12,12,13,13,13,13,12,12,11,11,10,10,9,9,9,9,8,8,8,8,7,7,7
2018-05-02,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,10,10,10,10,11,11,12,12,11,11,11,11,10,10,9,9,8,8,8,8,7,7,7,7,6
2018-05-03,6,6,6,5,5,5,5,5,5,6,6,6,6,7,7,9,9,10,10,11,11,12,12,13,13,13,13,14,14,14,14,13,13,13,13,12,12,11,11,11,11,10,10,9,9,8,8,8
2018-05-04,8,7,7,7,7,7,7,8,8,8,8,9,9,10,10,11,11,13,13,14,14,14,14,15,15,15,15,15,15,16,16,15,15,15,15,15,15,14,14,13,13,12,12,12,12,12,12,11
2018-05-05,11,11,11,11,11,10,10,10,10,11,11,11,11,12,12,14,14,16,16,17,17,18,18,19,19,20,20,21,21,21,21,21,21,21,21,20,20,19,19,17,17,16,16,15,15,15,15,14
2018-05-06,14,15,15,15,15,16,16,16,16,16,16,16,16,17,17,19,19,20,20,21,21,22,22,22,22,23,23,24,24,24,24,24,24,24,24,23,23,22,22,21,21,20,20,20,20,19,19,19
2018-05-07,19,18,18,18,18,17,17,17,17,17,17,16,16,18,18,20,20,22,22,23,23,24,24,25,25,26,26,26,26,26,26,26,26,26,26,26,26,24,24,22,22,20,20,20,20,20,20,20
2018-05-08,20,19,19,18,18,17,17,16,16,16,16,15,15,16,16,17,17,18,18,18,18,19,19,20,20,19,19,19,19,19,19,17,17,16,16,15,15,14,14,13,13,12,12,12,12,13,13,13
2018-05-09,13,12,12,11,11,10,10,10,10,10,10,9,9,11,11,12,12,14,14,14,14,15,15,16,16,15,15,15,15,15,15,13,13,12,12,11,11,11,11,10,10,10,10,10,10,10,10,10
2018-05-10,10,9,9,8,8,8,8,8,8,7,7,7,7,8,8,10,10,11,11,12,12,13,13,13,13,14,14,14,14,15,15,14,14,14,14,14,14,13,13,12,12,11,11,10,10,10,10,9
2018-05-11,9,8,8,8,8,7,7,7,7,8,8,8,8,9,9,10,10,11,11,12,12,12,12,13,13,13,13,13,13,14,14,13,13,13,13,13,13,12,12,12,12,11,11,11,11,10,10,10
2018-05-12,10,9,9,8,8,8,8,8,8,8,8,8,8,10,10,11,11,12,12,13,13,14,14,15,15,15,15,16,16,16,16,15,15,14,14,13,13,12,12,11,11,11,11,10,10,10,10,10
2018-05-13,10,10,10,9,9,9,9,9,9,9,9,9,9,10,10,11,11,12,12,14,14,15,15,16,16,16,16,16,16,17,17,16,16,16,16,16,16,14,14,13,13,12,12,11,11,11,11,11
2018-05-14,11,10,10,9,9,8,8,8,8,8,8,9,9,10,10,12,12,13,13,15,15,16,16,18,18,18,18,19,19,19,19,19,19,19,19,18,18,17,17,15,15,13,13,13,13,13,13,13
2018-05-15,13,12,12,12,12,11,11,11,11,11,11,11,11,12,12,14,14,15,15,17,17,18,18,19,19,20,20,20,20,20,20,19,19,18,18,17,17,16,16,15,15,13,13,13,13,12,12,12
2018-05-16,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,11,11,11,12,12,12,12,13,13,13,13,13,13,13,13,13,13,13,13,12,12,11,11,10,10,9,9,8,8,8,8,7
2018-05-17,7,7,7,7,7,7,7,6,6,6,6,6,6,8,8,9,9,11,11,12,12,13,13,14,14,15,15,15,15,15,15,15,15,14,14,14,14,12,12,11,11,10,10,9,9,8,8,8
2018-05-18,8,7,7,7,7,7,7,7,7,8,8,8,8,10,10,11,11,13,13,15,15,16,16,18,18,18,18,17,17,17,17,17,17,17,17,17,17,15,15,14,14,13,13,12,12,12,12,11
2018-05-19,11,11,11,11,11,10,10,11,11,12,12,13,13,14,14,16,16,18,18,18,18,19,19,20,20,20,20,20,20,20,20,20,20,19,19,18,18,17,17,16,16,16,16,15,15,14,14,13
2018-05-20,13,12,12,12,12,11,11,12,12,12,12,13,13,15,15,16,16,18,18,19,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,18,18,17,17,16,16,15,15,15,15,14
2018-05-21,14,13,13,13,13,12,12,12,12,13,13,13,13,14,14,16,16,17,17,18,18,20,20,21,21,21,21,21,21,22,22,21,21,20,20,20,20,18,18,17,17,15,15,14,14,13,13,12
